agecat,first_dose_pcttakeup,full_regimen_pcttakeup,vacc_date
80_above,81,72,13/8/2021
80_above,81,73,14/8/2021
80_above,82,73,15/8/2021
80_above,82,73,16/8/2021
80_above,82,74,17/8/2021
80_above,82,74,18/8/2021
80_above,82,74,19/8/2021
80_above,83,75,20/8/2021
80_above,83,75,21/8/2021
80_above,83,75,22/8/2021
80_above,83,76,23/8/2021
80_above,83,76,24/8/2021
80_above,83,76,25/8/2021
80_above,83,77,26/8/2021
80_above,83,77,27/8/2021
80_above,84,77,28/8/2021
80_above,84,78,29/8/2021
80_above,84,78,30/8/2021
80_above,84,78,31/8/2021
80_above,84,78,1/9/2021
80_above,85,79,2/9/2021
80_above,85,79,3/9/2021
80_above,85,79,4/9/2021
80_above,85,79,5/9/2021
80_above,85,80,6/9/2021
80_above,85,80,7/9/2021
80_above,86,80,8/9/2021
80_above,86,80,9/9/2021
80_above,86,80,10/9/2021
80_above,86,81,11/9/2021
80_above,86,81,12/9/2021
80_above,86,81,13/9/2021
80_above,87,81,14/9/2021
80_above,87,81,15/9/2021
80_above,87,81,16/9/2021
80_above,87,82,17/9/2021
80_above,88,82,18/9/2021
80_above,88,82,19/9/2021
80_above,88,82,20/9/2021
80_above,88,82,21/9/2021
80_above,88,82,22/9/2021
80_above,88,83,23/9/2021
80_above,88,83,24/9/2021
80_above,88,83,25/9/2021
80_above,88,83,26/9/2021
80_above,88,83,27/9/2021
80_above,89,84,28/9/2021
80_above,89,84,29/9/2021
80_above,89,84,30/9/2021
80_above,89,84,1/10/2021
80_above,89,84,2/10/2021
80_above,89,84,3/10/2021
80_above,89,85,4/10/2021
80_above,89,85,5/10/2021
80_above,89,85,6/10/2021
80_above,89,85,7/10/2021
80_above,89,86,8/10/2021
80_above,90,86,9/10/2021
80_above,90,86,10/10/2021
80_above,90,86,11/10/2021
80_above,90,86,12/10/2021
80_above,90,86,13/10/2021
80_above,90,86,14/10/2021
80_above,90,86,15/10/2021
80_above,90,87,16/10/2021
80_above,90,87,17/10/2021
80_above,90,87,18/10/2021
80_above,90,87,19/10/2021
80_above,90,87,20/10/2021
80_above,91,87,21/10/2021
80_above,91,87,22/10/2021
80_above,91,87,23/10/2021
80_above,91,87,24/10/2021
80_above,91,87,25/10/2021
80_above,91,88,26/10/2021
80_above,91,88,27/10/2021
80_above,91,88,28/10/2021
80_above,91,88,29/10/2021
80_above,91,88,30/10/2021
80_above,91,88,31/10/2021
80_above,91,88,1/11/2021
80_above,91,88,2/11/2021
80_above,91,88,3/11/2021
80_above,91,88,4/11/2021
80_above,91,89,5/11/2021
80_above,91,89,6/11/2021
80_above,91,89,7/11/2021
80_above,91,89,8/11/2021
80_above,91,89,9/11/2021
80_above,92,89,10/11/2021
80_above,92,89,11/11/2021
80_above,92,89,12/11/2021
80_above,92,89,13/11/2021
80_above,92,89,14/11/2021
80_above,92,89,15/11/2021
80_above,92,90,16/11/2021
80_above,92,90,17/11/2021
80_above,92,90,18/11/2021
80_above,92,90,19/11/2021
80_above,92,90,20/11/2021
80_above,92,90,21/11/2021
80_above,92,90,22/11/2021
80_above,92,90,23/11/2021
80_above,93,90,24/11/2021
80_above,93,90,25/11/2021
80_above,93,90,26/11/2021
80_above,93,90,27/11/2021
80_above,93,90,28/11/2021
80_above,93,90,29/11/2021
80_above,93,90,30/11/2021
80_above,93,90,1/12/2021
80_above,93,90,2/12/2021
80_above,93,91,3/12/2021
80_above,93,91,4/12/2021
80_above,93,91,5/12/2021
80_above,93,91,6/12/2021
80_above,93,91,7/12/2021
80_above,93,91,8/12/2021
80_above,93,91,9/12/2021
80_above,93,91,10/12/2021
80_above,93,91,11/12/2021
80_above,93,91,12/12/2021
80_above,94,91,13/12/2021
80_above,94,92,14/12/2021
80_above,94,92,15/12/2021
80_above,94,92,16/12/2021
80_above,94,92,17/12/2021
80_above,94,92,18/12/2021
80_above,94,92,19/12/2021
80_above,94,92,20/12/2021
80_above,94,92,21/12/2021
80_above,94,92,22/12/2021
80_above,94,92,23/12/2021
